2676,Maruchan,Bowl Taste Of Asia Tom Yum Ramen Noodle Soup,Bowl,United States,5,
2666,Hokkaido Ramen Santouka,Shio Tonkotsu Ramen,Restaurant,United States,4.75,
2630,Myojo,Udon Hot & Spicy Flavor,Bowl,United States,3.75,
2612,Nona Lim,Laksa Rice Noodles + Thai Curry & Lime Broth,Pack,United States,3.5/2.5,
2611,Nona Lim,Tokyo Ramen + Miso Ramen Broth,Pack,United States,4/4,
2610,Nona Lim,Whole Wheat Ramen + Spicy Szechuan Broth,Pack,United States,5/5,
2609,Nona Lim,Pad Thai Rice Noodles + Vietnamese Pho Broth,Pack,United States,4.5/5,
2608,Nona Lim,Hakata Ramen + Thai Curry & Lime Broth,Pack,United States,5/2.5,
2607,Nona Lim,Hakata Ramen + Miso Ramen Broth,Pack,United States,5/4,
2606,Nona Lim,Pad See Ew Rice Noodleds + Spicy Szechuan Broth,Pack,United States,4.25/5,
2605,Nona Lim,Pad See Ew Rice Noodles + Vietnamese Pho Broth,Pack,United States,4.25/5,
2586,Blount,Chicken Ramen Bowl,Bowl,United States,5,
2585,Blount,Thai Inspired Coconut Chicken & Noodle Bowl,Bowl,United States,5,
2578,Nissin,Cup Noodles Chicken Vegetable,Cup,United States,2.25,
2569,Yamachan,Yokohama Tonkotsu Shoyu,Pack,United States,5,
2563,Yamachan,Tokyo Shoyu Ramen,Pack,United States,5,
2559,Jackpot Teriyaki,Beef Ramen,Pack,United States,5,
2557,Yamachan,Sapporo Miso Ramen,Pack,United States,4.75,
2544,Lipton,Cup-A-Soup Chicken Noodle With White Meat Instant Soup,Box,United States,1.5,
2541,Nissin,Cup Noodles Very Veggie Spicy Chicken Flavor Ramen Noodle Soup,Cup,United States,5,
2538,Nissin,Cup Noodles Very Veggie Beef Flavor Ramen Noodle Soup,Cup,United States,5,
2535,Nissin,Cup Noodles Very Veggie Chicken Flavor Ramen Noodle Soup,Cup,United States,5,
2513,Pringles,Nissin Top Ramen Chicken Flavor Potato Crisps ,Can,United States,3.5,
2470,Myojo,Udon Japanese Style Noodles With Soup Base Hot & Sour Flavor,Pack,United States,3.75,
2460,Daifuku,Katsuo Bowl Udon,Bowl,United States,5,
2431,Dream Kitchen,Udon Japanese Style Fresh Noodle,Bowl,United States,4,
2426,Dr. McDougall's,Vegan Pad Thai Noodle Soup,Cup,United States,0.00,
2412,Shirakiku,Sanukiya Udon Shrimp Flavor,Pack,United States,3.25,
2411,Mama Pat's,Chicken Fajita Flavor Instant Ramen Noodles,Pack,United States,4,
2410,Mama Pat's,Lamb Stew Flavor Instant Ramen Noodles,Pack,United States,4,
2409,Mama Pat's,Seafood Gumbo Flavor Instant Ramen Noodles,Pack,United States,4,
2408,Mama Pat's,Chicken Taco Flavor Instant Ramen Noodles,Pack,United States,4,
2403,Goku-Uma,Yakisoba Japanese Style Noodle,Bowl,United States,5,
2389,Gefen,Imitation Chicken Flavor,Cup,United States,4,
2383,Nissin,Cup Noodles Beef Flavor Ramen Noodle Soup (New Recipe),Cup,United States,4,
2379,Nissin,Cup Noodles Hot & Spicy Shrimp Flavor Ramen Noodle Soup (New Recipe),Cup,United States,3,
2327,Nissin,Cup Noodles Spicy Lime Flavor Ramen Noodle Soup (New Recipe),Cup,United States,4,
2315,Goku-Uma,Ramen Noodles Miso Flavor,Bowl,United States,3,
2298,Nissin,Cup Noodles Spicy Chile Chicken (New Recipe),Cup,United States,4,
2277,Goku-Uma,Ramen Noodles Soy Sauce Flavor,Bowl,United States,3,
2276,Nissin,Cup Noodles With Shrimp Ramen Noodle Soup (New Recipe),Cup,United States,3,
2267,Shirakiku,Karami Ramen Spicy Chili Flavour Japanese Style Noodle With Soup Base,Pack,United States,2,
2262,Dream Kitchen,Curry Flavour Instant Noodles,Cup,United States,5,
2259,Farmer's Heart,Pho Beef Flavor Vietnamese Rice Noodle Soup,Bowl,United States,4,
2256,Goku-Uma,Ramen Noodles Artificially Flavored Tonkotsu,Bowl,United States,3,
2248,Nongshim,Shin Noodle Soup,Cup,United States,5,
2246,Dream Kitchen,Soy Sauce,Cup,United States,4,
2239,Nissin,Cup Noodles Chicken Flavor Ramen Noodle Soup (New Recipe),Cup,United States,3.50,
2227,Maruchan,Ramen Noodle Soup Sriracha Chicken Flavor,Pack,United States,4,
2208,Roland,Ramen Japanese Style Quick-Cooking Alimentary Paste With Chicken Artificially Flavored Soup Base,Pack,United States,0,
2205,Maruchan,Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen,Bowl,United States,4,
2203,Nongshim,Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor,Bowl,United States,4,
2170,Maruchan,Ramen Noodle soup Mushroom Flavor,Pack,United States,4,
2147,Maruchan,Instant Lunch Pork Flavor Ramen Noodles With Vegetables,Cup,United States,3.00,
2145,Dream Kitchen,Tonkotsu,Cup,United States,2.75,
2142,Maruchan,Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen,Bowl,United States,3.75,
2132,Maruchan,Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup,Cup,United States,5,
2105,Maruchan,Ramen Noodle Soup Chicken Tortilla Flavor,Pack,United States,3,
2103,Roland,Ramen Japanese Style Quick-Cooking Alimentary Paste With Beef Artificially Flavored Soup Base,Pack,United States,0,
2098,Nongshim,Kimchi Flavor Noodle Soup,Cup,United States,5,
2072,Maruchan,Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen,Bowl,United States,5,
2064,Nongshim,Arrabiata Rice Bucatini,Pack,United States,5,
2056,Koyo,Garlic Pepper Reduced Sodium Ramen,Pack,United States,0,
2053,Maruchan,Instant Lunch Sriracha Chicken Flavor Ramen Noodle Soup,Cup,United States,3.75,
2007,Nongshim,Rice Fettucini Alfredo,Pack,United States,3.75,
1969,Nongshim,Noodle Soup Seasoned With Real Kimchi,Pack,United States,4.75,
1968,Nissin,Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging),Pack,United States,3.5,
1958,IbuRamen,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,Tray,United States,4,
1955,Nissin,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,Pack,United States,4.75,
1951,Nissin,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],Cup,United States,4.25,
1936,Fortune,Rice Noodle Coconut Curry,Pack,United States,1,
1926,Nissin,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,United States,4,
1921,Nissin,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],Cup,United States,3.5,
1917,IbuRamen,Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor,Tray,United States,0.25,
1913,Thai Smile,Mushroom Rice Noodle Soup Bowl,Bowl,United States,0,
1910,Nissin,Chow Mein Pad Thai,Tray,United States,3,
1891,Nissin,Cup Noodles Homestyle Chicken,Cup,United States,3.5,
1875,Sapporo Ichiban,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,United States,5,
1864,Nissin,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,Pack,United States,5,
1857,IbuRamen,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,Tray,United States,3.25,
1852,Myojo,Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor,Bowl,United States,3.25,
1850,Nissin,Raoh Ramen Noodle Soup Umami Miso Flavor,Pack,United States,4.5,
1846,Nissin,Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor ,Tray,United States,4.5,
1824,Nongshim,Soon Veggie Noodle Soup,Cup,United States,5,
1821,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor,Bowl,United States,3.25,
1802,Nissin,Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package) ,Cup,United States,3.5,
1800,Crystal Noodle,Soup All Natural Hot & Sour,Cup,United States,0.25,
1799,Thai Smile,Spring Onion Rice Noodle Soup Bowl,Bowl,United States,2.5,
1786,Nissin,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,Tray,United States,4.25,
1765,Nissin,Cup Noodles Ramen Noodles With Shrimp (New Package) ,Cup,United States,3.5,
1761,Authentically Asian,Natural Quality Foods Pad Thai Noodle Bowl,Bowl,United States,1,
1753,Thai Smile,Garlic Rice Noodle Soup Bowl,Bowl,United States,3.5,
1741,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Chicken Flavor,Bowl,United States,2.5,
1698,Maruchan,Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables,Cup,United States,4,
1678,Nongshim,Shin Black Spicy Po-Au-Feu Flavor (Mew Edition),Pack,United States,5,
1641,One Dish Asia,Japanese Ramen Noodle,Bowl,United States,0,
1622,Nongshim,Quick2 Hot & Spicy Noodle Soup With Habanero & Lime,Pack,United States,4,
1597,Nissin,Original Chow Mein Premium Spicy Chicken Flavor,Tray,United States,4,
1563,Nongshim,Shin Ramyun Noodle Soup (New Edition),Pack,United States,4.25,
1544,Thai Pavilion,Pad Thai Instant rice Noodles & Sauce,Tray,United States,1.5,
1503,Nongshim,Bowl Noodle Soup Shrimp Habanero Lime Flavor,Bowl,United States,3.25,
1497,Nissin,Easy Fideos Picante Lime Shrimp Flavor Ramen Noodle Soup,Cup,United States,3.5,
1485,Nongshim,Spicy Tonkotsu Noodle Soup,Pack,United States,5,
1479,Nissin,Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup,Cup,United States,3.5,
1463,Maruchan,Instant Lunch California Vegetable Ramen Noodles With Vegetables,Cup,United States,3.5,
1444,Maruchan,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,Cup,United States,3.5,
1443,Nongshim,Harmony Korean Spicy Noodle Dish With Chipotle,Pack,United States,4.25,
1441,Nissin,Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup,Bowl,United States,3.5,
1427,Osaka Ramen,Miso Ramen,Bowl,United States,3.75,
1422,Nissin,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,Tray,United States,3,
1407,Annie Chun's,Ramen House Thai Coconut Ramen,Pack,United States,5,
1395,Snapdragon,Singapore Laksa Curry Soup Bowl,Bowl,United States,4.25,
1392,Miracle Noodle,Miso Marvellous Soup,Pack,United States,4,
1366,Nongshim,Sir Long Tang Creamy Beef Noodle Soup,Cup,United States,4.25,
1345,Lotus Foods,Forbidden Rice Ramen,Pack,United States,2.25,
1344,Lotus Foods,Millet & Brown Rice Ramen,Pack,United States,4,
1343,Lotus Foods,Jade Pearl Rice Ramen,Pack,United States,3.25,
1337,Sakura Noodle,Chikara Brand Udon Beef Flavor,Pack,United States,4.25,
1336,Shirakiku,Fresh Chow Mein Noodles With Seasoning,Pack,United States,3.75,
1335,Sakura Noodle,Chikara Brand Udon Hot & Spicy Flavor,Pack,United States,4,
1334,Sakura Noodle,Chikara Brand Udon Mushroom Flavor,Pack,United States,3.75,
1333,Sakura Noodle,Chikara Brand Udon Oriental Flavor,Pack,United States,3.75,
1332,Sakura Noodle,Chikara Brand Udon Chicken Flavor,Pack,United States,3.75,
1310,Thai Kitchen,Rice Noodle Cart Thai Peanut,Tray,United States,3,
1284,Thai Kitchen,Rice Noodle Cart Sweet Citrus Ginger,Tray,United States,4.25,
1253,Nissin,Chow Mein Teriyaki Chicken Flavor Chow Mein Noodles,Tray,United States,3.75,
1246,Annie Chun's,Ramen House Chicken Vegetable Flavored Ramen,Pack,United States,4,
1242,Thai Pavilion,Garlic Chili Instant Rice Noodles & Sauce,Tray,United States,4,
1225,Nissin,Pan Asian Kitchen Sweet & Sour Chicken Flavor Ramen Noodles,Tray,United States,3.75,
1196,Nissin,Bowl Noodles Chicken Flavor,Bowl,United States,3.5,
1178,Nongshim,Shin Black Spicy Pot-au-feu Flavor Premium Noodle Soup,Cup,United States,5,
1172,Koyo,Seaweed Ramen Made With Organic Noodles,Pack,United States,2.75,
1165,Nissin,Chow Mein With Shrimp Chow Mein Noodles,Tray,United States,3.75,
1155,Komforte Chockolates,Savory Ramen ,Bar,United States,5,
1130,Nissin,Big Cup Noodles Habanero Lime Shrimp Flavor Ramen Noodle Soup,Cup,United States,3.5,
1125,Myojo,Japanese Style Noodles Shio Flavor,Pack,United States,5,
1117,Thai Pavilion,spicy Pad Thai Instant Noodles & Sauce,Tray,United States,4.25,
1115,Nissin,Pan Asian Kitchen Sukiyaki Beef Flavor Savory Soy Sauce Ramen Noodles,Tray,United States,3.75,
1066,Tasty Bite,1 Step-1 Minute Asian Noodles Pad Thai,Pack,United States,3.5,
1065,Tasty Bite,1 Step-1 Minute Asian Noodles Kung Pao,Pack,United States,4.25,
1064,Tasty Bite,1 Step-1 Minute Asian Noodles Mushroom Lo Mein,Pack,United States,4,
1063,Tasty Bite,1 Step-1 Minute Asian Noodles Thai Basil,Pack,United States,3.75,
1062,Tasty Bite,1 Step-1 Minute Asian Noodles Lemongrass Ginger,Pack,United States,3.75,
1061,Tasty Bite,1 Step-1 Minute Asian Noodles Toasted Sesame,Pack,United States,4,
1060,Star Anise Foods,Happy Pho Vietnamese Brown Rice Noodle Soup Garlic Goodness,Pack,United States,3.75,
1046,Myojo,Stir Fry Noodles Japanese Style Noodles With Sauce,Pack,United States,4,
1045,Nissin,Chow Mein Chicken,Tray,United States,3.5,
1039,Maruchan,Bowl Hot & Spicy Shrimp Flavor Ramen Noodles With Vegetables,Bowl,United States,4.25,
1016,Nissin,Big Cup Noodles Habanero Lime Chicken Flavor Ramen Noodle Soup,Cup,United States,3.5,
1015,Tradition,Oriental Style Ramen Noodle Soup,Pack,United States,2.75,
1011,Maruchan,Bowl Hot & Spicy Chicken Flavor Ramen Noodles With Vegetables,Bowl,United States,4,
1003,Nissin,Chow Mein Spicy Teriyaki Beef,Tray,United States,4.5,
1000,Maruchan,Yakisoba Beef Taco Flavor,Tray,United States,4.25,
996,Maruchan,Bowl Chicken Flavor,Bowl,United States,4,
990,Nissin,Pan Asian Kitchen Spicy Pad Thai,Tray,United States,2.75,
984,Sun Noodle,Ramen Shoyu Flavor,Tray,United States,5,
983,Sun Noodle,Tantanmen Spicy Sesame (Mild),Tray,United States,3.75,
982,Sun Noodle,Ramen Miso Flavor,Tray,United States,5,
981,S&S,Saimin,Pack,United States,4,
980,Sun Noodle,Cold Ramen Soy Sauce Vinaigrette,Tray,United States,4,
979,Sun Noodle,Nama Soba Buckwheat Noodle,Tray,United States,4,
978,Sun Noodle,Ramen Pork Flavor,Tray,United States,5,
977,Sun Noodle,Yakisoba,Pack,United States,4.5,
973,Annie Chun's,Ramen House Spicy Chicken Ramen,Pack,United States,4,
971,Annie Chun's,Soup Bowl Chinese Chicken,Bowl,United States,4.25,
970,Annie Chun's,Noodle Express Spicy Szechuan,Tray,United States,2,
969,Annie Chun's,Soup Bowl Vietnamese Pho,Bowl,United States,4,
968,Annie Chun's,Noodle Express Teriyaki,Tray,United States,3,
967,Annie Chun's,Soup Bowl South Korean Kimchi,Bowl,United States,4.5,
966,Annie Chun's,Ramen House Spring Vegetable Ramen,Pack,United States,4,
965,Annie Chun's,Noodle Express Chinese Chow Mein,Tray,United States,3.75,
962,Nongshim,Bowl Noodle Soup Spicy Seafood Flavor (New Version),Bowl,United States,4.25,
960,Nissin,Bowl Noodles Hot & Spicy Super Picante,Bowl,United States,3.25,
947,Maruchan,Yakisoba Jalapeno Cheddar,Tray,United States,4,
946,Right Foods,Dr. McDougall's Vegan Chicken Ramen,Cup,United States,1.75,
938,Maruchan,Yakisoba Four Cheese,Tray,United States,3.75,
936,Yamachan,Mild Tonkotsu,Pack,United States,5,
935,Maruchan,Beef,Cup,United States,3.5,
934,Nongshim,Jinjja Jinjja Flamin' Hot & Nutty,Pack,United States,5,2013 #4
932,Paldo,Namja Ramen (United States version),Pack,South Korea,5,
930,Maruchan,35% Less Sodium Beef,Cup,United States,3.5,
924,Maruchan,35% Less Sodium Chicken,Pack,United States,3.75,
920,Shirakiku,Hot & Spicy Udon,Pack,United States,3,
919,Maruchan,35% Less Sodium Beef,Pack,United States,3.5,
912,Maruchan,Instant Lunch Shrimp,Cup,United States,3.75,
911,Nissin,Top Ramen Cucharealo Habanero Shrimp,Pack,United States,3.75,
908,Sapporo Ichiban,Original Flavor,Cup,United States,3.5,
905,Tradition,Vegetable Instant Noodle soup,Cup,United States,3.25,
900,Maruchan,Instant Lunch Chicken,Cup,United States,3.5,
889,Yamachan,Rich Shoyu Ramen,Pack,United States,4,
888,Yamachan,Nagasaki Sara Udon Chicken ,Pack,United States,4.25,
887,Yamachan,Cold Noodles With Lemon Soy Dressing,Pack,United States,4,
886,Yamachan,Tonkotsu-Shoyu Rich Pork Flavor Ramen,Pack,United States,4.75,
885,Yamachan,Miso Ramen Rich Sapporo Miso,Pack,United States,5,
884,Yamachan,Miso Ramen - Mild,Pack,United States,4,
883,Yamachan,Shio Ramen Seafood Mild,Pack,United States,4.5,
878,Nissin,Top Ramen Short Cuts Lime Chili,Pack,United States,3.75,
877,Nongshim,Shin Bowl (New),Bowl,United States,4.25,
872,Nongshim,Chapagetti,Bowl,United States,5,
862,Nissin,Top Ramen Short Cuts Roast Chicken,Pack,United States,4.25,
859,Tradition,Imitation Chicken Vegetarian,Cup,United States,3.75,
850,Nissin,Top Ramen Short Cuts Chicken,Pack,United States,4,
849,Nissin,Top Ramen Cucharealo Tomato Chicken,Pack,United States,3.5,
843,Nissin,Top Ramen Short Cuts Beef,Pack,United States,3.5,
837,Nissin,Top Ramen Cucharealo Picante Chicken,Pack,United States,4.5,
799,Nongshim,Bowl Noodle Savory Chicken (New),Bowl,United States,4.25,
792,Nongshim,Bowl Noodle Spicy Chicken (New),Bowl,United States,4.5,
783,Nissin,Cup Noodles Salsa Picante Chicken,Cup,United States,3,
782,Nongshim,Bowl Noodle Savory Shrimp (New),Bowl,United States,3.25,
772,Nongshim,Bowl Noodle Hot & Spicy Beef (New),Pack,United States,3.5,
769,Nissin,Cup Noodles Shrimp Picante Style,Cup,United States,3.25,
761,Thai Kitchen,Garlic Vegetable Rice Noodle,Pack,United States,3.5,
760,Nissin,Big Cup Noodles Roast Chicken,Cup,United States,3.25,
759,Nongshim,Bowl Noodle Savory Lobster (New),Bowl,United States,3.75,
754,Nongshim,Ansungtangmyun (US Version),Pack,United States,3.75,
752,Nongshim,Bowl Noodle Savory Tempura Udon,Bowl,United States,3.5,
750,Nongshim,Bowl Noodle Spicy Kimchi (New),Bowl,United States,3.75,
749,Sapporo Ichiban,Chow Mein (New),Pack,United States,5,
748,Hosoonyi,Naengmyeon Combo,Bowl,United States,3.75,
747,Nissin,Spoon-it Chicken,Pack,United States,3.5,
736,Maruchan,Yakisoba Spicy Vegetable,Tray,United States,3.25,
721,Nongshim,Bowl Noodle Savory Beef,Bowl,United States,4,
719,Nissin,Spoon-it Beef,Pack,United States,3.25,
717,Nissin,Ramen Bowl Spicy Chicken,Bowl,United States,3.25,
713,Nissin,Spoon-it Creamy Chicken,Pack,United States,4,
709,Nissin,Chow Mein Spicy Chicken,Tray,United States,3.25,
704,Nissin,Chow Mein Chinese Chicken Vegetable,Tray,United States,4,
703,Nissin,Spoon-it Rich Hearty Beef Stew,Pack,United States,3.5,
701,Nissin,Big Cup Noodles Lime Chili Shrimp,Cup,United States,4,
699,Nissin,Cup Noodles Salsa Picante Shrimp,Cup,United States,3.5,
698,Nissin,Chow Mein Orange Chicken,Tray,United States,4,
697,Nissin,Spoon-it Rich Hearty Savory Chicken,Pack,United States,3.25,
696,Nissin,Big Cup Noodles Spicy Chicken,Cup,United States,3.5,
690,Maruchan,Yakisoba Savory Soy Sauce,Tray,United States,3.75,
667,Nissin,Ramen Bowl Kimchi,Bowl,United States,3,
664,Thai Kitchen,Bangkok Curry Rice Noodle,Pack,United States,2.75,
659,Nissin,Ramen Bowl Spicy Shrimp,Bowl,United States,3,
656,Nissin,Ramen Bowl Hot & Spicy,Bowl,United States,3.75,
612,Maruchan,Yakisoba Spicy Chicken,Tray,United States,1.75,
600,Maruchan,Ramen Noodle Soup Beef,Pack,United States,3.25,
596,Thai Kitchen,Lemongrass Chili Rice Noodle,Pack,United States,1.5,
595,Thai Kitchen,Spring Onion Rice Noodle,Pack,United States,3.75,
582,Koyo,Tofu & Miso,Pack,United States,2.5,
581,Koyo,Mushroom,Pack,United States,2.75,
572,Maruchan,Yakisoba Tomato Basil,Tray,United States,3,
540,Nissin,Top Ramen Chicken,Pack,United States,3.25,
529,Sapporo Ichiban,Hot Spicy Chicken,Pack,United States,2,
526,Annie Chun's,Soy Ginger Ramen,Pack,United States,1.5,
517,Thai Kitchen,Thai Ginger Rice Noodle,Pack,United States,4.25,
515,Tradition,Imitation Beef,Cup,United States,2.5,
500,Mexi-Ramen,Soupless Ramen Shallot Teriyaki,Pack,United States,2.5,
496,Maruchan,Yakisoba Shrimp,Tray,United States,2.75,
481,Thai Kitchen,Roasted Garlic Rice Noodle,Bowl,United States,3.75,
480,Thai Kitchen,Mushroom Rice Noodle,Bowl,United States,3.25,
476,Annie Chun's,Teriyaki Noodle,Bowl,United States,1.75,
475,Gefen,Vegetable,Pack,United States,3.25,
472,Thai Kitchen,Spring Onion Rice Noodle,Bowl,United States,3.75,
471,Koyo,Lemongrass ginger,Pack,United States,1.5,
470,Maruchan,Ramen Noodle Soup Chicken Mushroom,Pack,United States,3.25,
469,Gefen,Chicken,Pack,United States,3.5,
465,Nissin,Souper Meal Picante Shrimp Hot Spicy,Bowl,United States,2.75,
462,Nissin,Top Ramen Shrimp,Pack,United States,3.5,
459,Gefen,Imitation Chicken Vegetarian,Pack,United States,3,
454,Koyo,Asian Vegetable,Pack,United States,1.5,
453,Nongshim,Bowl Noodle Savory Chicken,Bowl,United States,3.25,
440,Maruchan,Instant Lunch Hot spicy Beef,Cup,United States,2.75,
425,Chikara,Shrimp Udon,Pack,United States,4.5,
420,Sapporo Ichiban,Beef Flavorc,Cup,United States,3.5,
416,Sapporo Ichiban,Chicken Flavor,Cup,United States,3.75,
403,Maruchan,Instant Lunch Lime Flavor with Shrimp,Cup,United States,2.25,
388,Maruchan,Instant Lunch Cheddar Cheese,Cup,United States,2.75,
387,Nissin,Bowl Noodles Rich & Savory Beef,Bowl,United States,3.75,
386,US Canning,Fu Chang Chinese Noodle Company Pork Seafood,Tray,United States,0,
379,Nissin,Chow Mein Thai Peanut,Tray,United States,2.5,
373,Nissin,Cup Noodles Chicken Vegetable,Cup,United States,2.75,
371,Nissin,Chow Noodles Alfredo,Tray,United States,3.75,
361,Tayho,Vermicelli With Pork,Bowl,United States,1.25,
360,Nissin,Cup Noodles Hearty Chicken,Cup,United States,2.5,
359,Nissin,Bowl Noodles Hot & Spicy Beef,Bowl,United States,3.75,
356,Maruchan,Ramen Noodle Soup Roast Beef,Pack,United States,2.75,
354,Maruchan,Instant Lunch Chicken 35% Less Sodium,Cup,United States,3,
353,Nissin,Top Ramen Chili,Pack,United States,3.25,
352,Maruchan,Ramen Noodle Soup Chili,Pack,United States,2.75,
351,Nissin,Top Ramen Picante Beef,Pack,United States,3,
350,Nissin,Souper Meal Tomato Garlic Shrimp,Bowl,United States,3.5,
338,Nissin,Big Cup Noodles Chicken,Cup,United States,2.25,
337,Maruchan,Ramen Noodle Soup Creamy Chicken,Pack,United States,5,
334,Nissin,Big Cup Noodles Beef,Cup,United States,2.125,
333,Nissin,Big Cup Noodles Shrimp,Cup,United States,2.25,
320,Maruchan,Ramen Noodle Soup Spicy Picante Chicken,Pack,United States,4,
319,Maruchan,Ramen Noodle Soup Oriental,Pack,United States,3.75,
317,Maruchan,Yakisoba Cheddar Cheese,Tray,United States,4,
308,Tradition,Imitation Chicken Vegetarian,Pack,United States,3.75,
278,Fortune,Udon Mushroom,Pack,United States,3,
268,Nissin,Cup Noodles Spicy Chile Chicken,Cup,United States,3.5,
265,Nissin,Cup Noodles Chicken,Cup,United States,3.5,
263,Nissin,Chow Mein Kung Pao Chicken,Tray,United States,1.5,
260,Nissin,Bowl Noodles Hot & Spicy Shrimp,Bowl,United States,3.5,
257,Nissin,Cup Noodles Beef,Cup,United States,3.5,
256,Nissin,Cup Noodles Shrimp,Cup,United States,3.5,
253,Nongshim,Bowl Noodle Spicy Seafood,Bowl,United States,4.25,
252,Fortune,Udon Chicken,Pack,United States,3.25,
251,Fortune,Udon Beef,Pack,United States,3.5,
241,Fu Chang Chinese Noodle Company,Hot & Spicy Beef,Tray,United States,4,
238,Nissin,Chow Noodles Tomato Basil,Bowl,United States,4,
226,Nissin,Chow Noodles Cheddar Cheese,Tray,United States,4,
221,Nissin,Top Ramen Beef,Pack,United States,3.75,
218,Maruchan,Yakisoba Sweet & Sour Chicken,Tray,United States,3,
216,Maruchan,Instant Lunch Roast Chicken Flavor,Cup,United States,2.75,
215,Maruchan,Yakisoba Chicken,Tray,United States,2,
214,Maruchan,Yakisoba Teriyaki Beef,Tray,United States,2,
213,Nongshim,Bowl Noodle Spicy Artificial Lobster,Bowl,United States,4,
212,Maruchan,Yakisoba Roast chicken,Tray,United States,3.75,
209,Nissin,Souper Meal Beef Flavor Minestrone,Bowl,United States,3,
207,Sapporo Ichiban,Original Flavor,Pack,United States,3.5,
205,Sapporo Ichiban,Beef Flavor,Pack,United States,4.5,
204,Nongshim,Bowl Noodle Spicy Shrimp,Bowl,United States,2.5,
203,Nongshim,Bowl Noodle Hot & Spicy,Bowl,United States,2,
202,Nongshim,Bowl Noodle Cabbage Kimchi,Bowl,United States,3.25,
201,Nongshim,Bowl Noodle Beef Ginger,Bowl,United States,3.5,
200,Nongshim,Bowl Noodle Spicy Chicken,Bowl,United States,4.5,
183,Nissin,Bowl Noodles Hot & Spicy Chicken,Bowl,United States,2,
166,Koyo,Garlic Pepper,Pack,United States,3.25,
156,Maruchan,Instant Lunch Cajun Style With chili Piquin Shrimp,Cup,United States,3,
154,Nissin,Creamy Chicken,Cup,United States,1.75,
153,Sapporo Ichiban,Shrimp Flavor,Cup,United States,1.75,
142,Nissin,Chow Mein Teriyaki Beef,Tray,United States,4.5,
137,Nissin,Bowl Noodles Rich & Savory Chicken,Bowl,United States,1.75,
108,Teriyaki Time,Ramen,Bowl,United States,2,
104,Maruchan,Ramen Noodle Soup Chicken,Pack,United States,2,
67,Maruchan,Ramen Noodle Soup Lime Chili Shrimp,Pack,United States,2,
66,Maruchan,Ramen Noodle Soup Pork,Pack,United States,4,
65,Nissin,Top Ramen Oriental,Pack,United States,2.5,
64,Sapporo Ichiban,Chicken Flavor,Pack,United States,3.5,
34,Maruchan,Ramen Noodle Soup Shrimp,Pack,United States,2,
23,Nissin,Top Ramen Creamy Chicken,Pack,United States,4.5,
10,Smack,Vegetable Beef,Pack,United States,1.5,
1,Westbrae,Miso Ramen,Pack,United States,0.5,
